date,home_team,away_team,market,selection,american_odds,closing_american_odds,book,notes
2026-08-21,Arsenal,Coventry,1x2,away,1300,,BetMGM,the_odds_api event eb2553d10d63dc912b99f8fd0d675721; bookmaker betmgm; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,home,245,,DraftKings,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,no,145,,DraftKings,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,yes,-195,,DraftKings,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker draftkings; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,away,-105,,FanDuel,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,draw,270,,FanDuel,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,home,250,,FanDuel,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,no,142,,FanDuel,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,yes,-182,,FanDuel,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker fanduel; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,away,100,,LowVig.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,draw,295,,LowVig.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,home,255,,LowVig.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker lowvig; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,away,-104,,MyBookie.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,draw,265,,MyBookie.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,1x2,home,238,,MyBookie.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,no,132,,MyBookie.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,btts,yes,-186,,MyBookie.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,total_2_5,over,-170,,MyBookie.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
2026-08-24,Fulham,Chelsea,total_2_5,under,122,,MyBookie.ag,the_odds_api event 4e4a813bf4218cc527e6f8ef2351170d; bookmaker mybookieag; fetched 2026-08-17T16:39:44-04:00
